136,蓝先生丶,好喜欢这种欢乐的电影
14,紫蝶の,(´；ω；`)以前看过衣蛾  没翻译的 现在！我！要！认真哒看完！
13,叉皿叉,（￣▽￣）
12,390x,养肥了看
11,黄花小闺男,前十！么么哒
10,正儿八经小青年,等着出龙虎少年队30
9,不打字快点就冻亻,兄弟你和我一个情况了 早上发现看一半没了差点把早餐都吓喷了
8,norikop,終於出來了
7,帓幽沫榎,超前的说
6,青龙过眼,soga原来是换翻译了QAQ
5,青龙过眼,昨天我看了一半再看木有了。。为啥删了呀。。

4,amaruto,4l
3,红烧小鸡腿,3L么
2,_此昵称不存在,（￣▽￣）2L我的~
1,扶挽卿,***～
