电影的人文方面就不多加赘言了，无非是把握当下，关心家人等等，社会方面包括对精神治疗方法的反思也有，但只是一句带过并非重点。值得一提的是电影本身可能更倾向于外星人的存在，而那只bluebird就是外星人附身能力的表现，所以半夜bess才会跑到porte那里说“我知道你是bluebird”。而原著小说中porte智商很高，所以小说可能更倾向两种解释都成立。
117,零号守夜人,这电影应该归到人文类
116,SuwabeNana,想问下，为什么波特回K星就是精神意识走了，而贝斯就是整个人不见了？人躯体受不住光速吧
115,Luke,就是同一个啊。。奥斯卡影帝还是很屌的。。
114,卖狼的羔羊,→_→ 你这奇特的焦点啊，我调回去才看到还有这么一出
113,BaBuru丶,仔细看看。。这个主角好像COD11的干爹   是我的错觉么？
112,Mythischer,但是不觉得医生很努力么，为了帮助prot调研走访能做的都做了
111,白胡椒大哥,真不错的片子啊~
110,裸考菊花怪,还有洛城机密
109,弛弦,回复 @图斯姬 :查了下原著年代相近，好神奇。
108,sandy@,其实就是为了解救bess外星人所展开的行动咯
107,月球猫,回复 @上杉桜:世界一流的博士都没推算出来的让一个农民推算出来？天文台再多是你随便能进的，而且还要世界一流的天文台才行。没有训练过的狗让你怎么训？哪怕训练过得军犬导盲犬会随便听你的？人格分裂时催眠不好使，但是他的另一人格现在是不出现的。
106,哲学西瓜,131315
105,yinzhui,diao !
104,ScreamingSheep,回复 @艳骨方 :弄坏监控……他就站在那监控就坏了，他有超能力不成。。
103,ScreamingSheep,绝对是外星人，贝斯消失了，困惑着世界上顶尖天文学家的难题也被他破解了，还有消失的那三天，走的时候提醒医生好好照顾罗伯特，就是不知他这次地球之行为了什么……就是为了带走一个人么？
102,宫森あおい,看70L(〜￣△￣)〜
101,宫森あおい,ost【flac】pan.baidu.com/s/1c01yhfq 解压密码：r9bT7lSAbvONPJHmPK8hcN3WD
100,宫森あおい,百度 K星异客ost(〜￣△￣)〜
99,A喵calledKURUMI,求BGM
98,图斯姬,人格分裂和外星人两个结局都能解释的通，毕竟当地警察说波特是个聪明的人，也在暗示人格分裂这个可能性。
97,图斯姬,一个2001年的，一个2007年的
96,学妹夸我是hentai,结尾好评(=・ω・=)
95,机械的猫,像是个高智商的精神分裂症患者，童年就开始构想K-PAX星球，催眠的时候真正的port才会出现，直到遭受打击，人类人格被杀死，之前port消失三天可以说得通把病友消失也不是难事。但是紫外光线，与狗交流，了解K—pax星球的运行轨迹这简直太神奇了，屠牛夫port爱好天文的爸爸总不可能自己有一台哈勃望远镜吧！
94,机械的猫,port的星球那么荒凉，有什么好去的
93,Mo丶莉香,ε=ε=(ノ≧∇≦)ノ
92,树脂小孩,带走Bess是因为她知道真相。Bess说过 You are the blue bird. 只有Bess知道是他当时附在蓝鸟身上 然而就像Bess留下的信写的 没有人听她的 观众也都忽略了Bess的这句话  假如观众听懂了 一切都十分简单--他可以附身
91,再见夏天,回复 @木铃 :只有你说他有可能是Robert，那我就支持他也可能是K-PAX人。
90,沾枝,好电影，好故事
89,工口猫先生,回复 @上杉桜 :→_→一个屠宰场出身能有高科技眼镜
88,show02689,他一直附身在port的身上……
87,言葉の雨,眼镜特别？←_←
86,言葉の雨,回复 @森林畅游 :当成一个游戏的两种结局喽╮(￣▽￣)╭一个结局惨点，一个奇幻点。科幻事实的话很不错，不过人格分裂的话作品会显得更厚重。相信分裂人格的可以把外星人当安慰，相信外星人的可以把人格分裂作为另一个逻辑解释╮(￣▽￣)╭怎样都行啦
85,森林畅游,回复 @上杉桜 :电影明暗两条旋律 明面上Prot拥有看似铁证一般的外星能力 然而暗线中 Prot的各种行为心理特征又与Potter的过往遭遇不谋而合 而电影中许多关键背景的有意缺失则成就了结局的双解 真的是一部好电影 看来上杉同学也领会到导演和编剧的用心了呀（￣▽￣）
84,森林畅游,回复 @木铃 : 原著小说结尾有一段主人公的独白 很大程度上说明了Prot的真相（即第二人格说 参见豆瓣影评《K-PAX科幻外衣之下的另一种现实》结尾引用部分） 然而从电影中来看 结局的留白可以说是导演编剧的一片苦心 给了观众们无限遐想的空间 你认为Prot是K-PAX星人我无意反驳 不过第二人格同样也说得通 具体分析网上的影评有的是 你信哪种可能 哪个就是这部电影的结局 个人认为实在是这部电影的精妙之处 争论对错实在是没有必要 不要白费导演编剧的一片苦心呀╮(￣▽￣)╭
83,木铃, 可以看到紫外线，耐药性，超越全球天文学家的计算推算能力。足以说明了不是人类了。
82,木铃,可以看到紫外线，耐药性，超越全球天文学家的计算推算能力。足以说明了不是人类了。
81,吃了键盘果实的鼠标侠,还好看前收住手没有点评论...
还有话说两种结局的假说都不能解释为什么port可以看到紫外线吧？寄生那也是人眼啊
80,木铃,好看好看!就喜欢剧情向!
79,言葉の雨,不过能看出各种人生哲理的评论，也是醉了╮(￣▽￣)╭
78,言葉の雨,回复 @fffoofff :我相信训狗和训牛差不了多少（￣▽￣）
77,Au酱,（￣▽￣）好评如潮
其实我们不需要刨根究底是外星人还是人格分裂，
只需要享受剧情、BGM、感动、以及传达的人生哲理

76,言葉の雨,而且片中很多话，“生物具有自愈能力”“既然你找到了Robert，记得照顾好他”╮(￣▽￣)╭
75,言葉の雨,两种都可以是解，不能同意更多。
74,言葉の雨,他可以是外星人，然后带走了bess，那么他真的是超能力离开。但他也可以是分裂人格，知识是可以储备的，天文台不止一个，bess的消失可以理解，因为他之前消失过一次，他知道离开精神病院的方法，这个方法可以通过查询当年的设计图等在大量资料的基础上获得，同样的，天体运行轨道也可以通过前人资料推出，狗的训练方法相信和牛的差不了多少。只是我不知道催眠对人格分裂是否有用。
73,世界树上的松鼠,哪位头脑爆炸的分析下可能性分布？
72,fffoofff,回复 @胡才良 :狗？
71,JasonTseH,纸牌屋男主这标签什么鬼什么鬼，纸牌屋一开始不就是靠凯文史派西和大卫芬奇打名气的吗，只有我看过七宗罪，大卫戈尔的一生，k星异客，美国丽人但没看过纸牌屋？
70,wab,回复 @艳骨方 :有关那个双星系统星系的天文学知识是科学，超光速旅行是幻想，科学*幻想就是科幻。
69,弛弦,满满的《这个男人来自地球》既视感
68,德德德德德古拉,BGM都好好听啊！！又没有资源帝
67,藍色櫻桃果,回复 @某康 :你的意见对于鲍威尔医生以外的医生适用——拒绝了解病人，包括病人的想法、意见和需求，甚至在病人的病因都不明确的情况下，就对病人注射大量镇静剂，进行药剂试验。大部分医生对病人敷衍了事，治不好的病人直接“送上四楼”，或把病人抛给下属医院。相反，鲍威尔医生富有责任心，从他与其它医生对波特这一病例讨论的时候不难看出。
66,藍色櫻桃果,回复 @某康 :医生在影片中的观点很明确：我要想方设法证明你不是外星人，否则我只好相信你。但是波特表现出的精神病症状和医生所查找出的他种种往事的线索，和现在波特的情况完全吻合。所以，医生很正常地否定了他自称外星人的说法。当然，这个说法本身就很疯狂，除了医生，谁也不会花费时间和精力亲自去考究一个“疯子”的话。
65,莫小受,坐看你们想多了
64,森林畅游,确实是部好电影 个人觉得 两种结局（第二重人格和外星人）都是可以接受的 只说一点 弹幕当中好多“寄生”，然而片中10:59的原文为“I'm not going to leap out of your chest.”字幕组翻译为“我不会寄生在你身上”也没有问题，不过从英文台词来看，明显出自1979年《异形》第一部“破胸而出”的梗。所以这大概并不真正意味着寄生(be parasitic on)或附身（possess/possession）的暗示，而不过是关于“外星人”（alien）的一句玩笑罢了。
63,秋商夷,只有外星人才能说得通，不然再天才的一个人也不可能通过自学完爆顶尖天文学家以及心理专家，何况还有驯服暴躁的狗、推理出小孩子的日常行为、随意消失以及让别人消失等等事迹
62,迷茫的面包,不从其他社会角度，单独的从影片来看我觉得确实是有外星人的，也有K-PAX星球的。因为波特做出来的行星运动轨迹一个农夫是不可能做出来的。他进入到波特的身体帮助他继续活下去。而且他带走了一个人。那个人确实是消失了，这足以证明他是外星人了。而为什么他要把那个人带走一定是因为她写的作文里面表示了她无家可归。而且外星人说过K-PAX星球没有家庭。没有亲人和朋友。也没人会记住任何人。而电影的结尾表示了其他的精神病人都找到了工作获得了快乐的生活，但是他认为那个妹子留在地球是没有意义的，所以选择把她带走了。
61,夏尔·凡多恩海姆,描写了人性的丑陋和美丽 还有镇定剂那里已经表明了prot并不是人类
普通人注射镇定剂那么多的话早呼呼大睡了 
60,没有力气的八音盒,很好看 不过差点以为是同一个人 被惨哭了
59,夏尔·凡多恩海姆,回复 @艳骨方 :你想多了
58,朔夜月舞,回复 @艳骨方 :设定上他是外星人，那这就是科幻片。他不是外星人，怎么解释一个聪明到什么程度的农夫才能知道科学家都傻眼的行星运行轨迹
57,艳骨方,也可以解释成他潜意识为了让自己相信自己想相信的故意弄坏了监控？我觉得这部片子还真是两种解释都说得通……
56,艳骨方,还有PROT那个演员演技真是爆棚了！他平常的眼神和最后走了以后那个眼神真的！不！是！一！个！人！平常那种温柔好奇不可思议的眼神到底是怎么他喵的表现出来的？
55,艳骨方,这个算科幻片嘛？
54,艳骨方,所以到底是那个人分裂出了一个人格一样来拯救自己，还是他真的是外星人？个人觉得真的是还好一点，他形容的K PAX的生活好寂寞……感觉两种解释都说得过去啊啊。
另外，UP主我决定把你传的电影都看一遍……
53,哔哩哔哩我勒个去,看我头像（￣▽￣）
52,朔夜月舞,有好剧本、有好演员，什么特效都不需要也能拍出一部好的科幻片
去他喵的特效(╯°口°)╯(┴—┴
51,我不叫小明,(〜￣△￣)〜很有深度
50,某康,回复 @橙色阴云 :一直到波特走的前几天医生还在探索自己认为的“真相”，这说明医生内心是不相信波特真的是外星人的，整个影片的过程医生都在试图治愈波特的“精神病”，而不是相信他的话，接受他真的是外星人。“精神病患者”只是人类强加在波特头上的，如果在大街上遇到一个说自己是外星人的人，你会觉得他是神经病，而不是相信他的话，但是仔细想想看，为什么不能相信他呢，只因为自己没有见过听过其他外星人？只因为这件事脱离常识？这就是人类被自己狭隘的眼光所限制的地方。波特只因为说自己是外星人，却被当做神经病对待，并且接受医生的一系列治疗，仔细想想对波特来说这真的合理么。
49,某康,我并没有强迫别人接受我的想法的意思，只是拿出来分享而已，所谓解读，就是每个人都有各自的想法，我们没有权利也没有理由剥夺任何一个人的自由思想。
48,修·罗罗布,光，也是一种电磁波，我觉得吧，监控糊掉是想说明，他走的时候的那种能量足以干扰电子设备，从侧面证明他是外星人。
47,Proender,（/TДT)/觉得感人的我是一个人嘛
46,响尘扬扬,    这部电影说的应该是有外星人。而这部电影的外星人的所谓的超光速飞行不是说的物质性的东西。而是思想，灵魂。所以我认为是外星人来到了这个人的身体里，然后......***而电影里把这个思想表达得很明显。在好几处都有呼应，我就懒得打字了。
45,藍色櫻桃果,回复 @某康 :最有力的一点，医生邀请波特参加自己家的独立日Patty。如果医生对波特不信任、不理解，试问谁会让“精神病患者”这一危险源接触自己的亲人？
44,⑨号狼,86分卡住的刷新网页往后多调几秒，不要经过卡住的那几秒就行了(^・ω・^ )
43,沃泽法克,真心赞，好电影，好剧本，好演员
42,木易森酱,小时候看过类似的小说(❁´ω`❁)
41,リリィ,(｀・ω・´)我倒觉得挺有意思
40,藍色櫻桃果,回复 @某康 :抛开外星人这一设定，剧情的发展明显倾向于医生的观点——波特由于受到某些意外的巨大的冲击而导致了精神的不正常。医生的治疗并没有什么问题。而作为观众的我们不应该开上帝视角贬低医生的正常思维。而如果医生不去理解波特，不以一个医生的身份，从波特的病人角度考虑问题，那么波特早就“被送上四楼，每天打镇静剂直到傻掉”。医生想方设法证明波特不是外星人，结果失败。从影片细节看，例如波特要离开的前一晚医生的作为，和天文专家交流，都可以看出医生多多少少相信了波特的话。
39,扯把子,86分钟看不动了
38,chrisking,他走的时候监控明显糊掉了，说明肯定是外星人，不然好端端的干嘛要把监控弄糊然后装成植物人过下半辈子。
37,汉尼拔X,那具身体是他朋友的吧(=・ω・=)
36,锁部叶风,和这个男人来自地球很像，都是好片子，剧情走向充满了各种不可思议和可能，丰富的知识极致的辩论，简直好评
35,墨痕浅浅,我只是觉得里面有些对话很牛，如果是我我肯定不知道怎么回答。。。片子节奏比较缓慢，虽然是科幻，但是走的文艺路线，喜欢看噼里啪啦的同学肯定不会开心。╮(￣▽￣)╭
34,中南海苏神,片子很无聊，没有高能！
33,某康,回复 @某康:作者用影片呼吁人们彼此理解和接受对方，就像医生最后与儿子重逢那样。至于开放式的结局，其实究竟是外星人与否已经不重要了，就是存在着两种可能，而医生固执地坚持治疗的行为正是作者所批判的，目的就达到了。我个人认为，开放结局还会导致真实的观众分为两派，各执一词，不愿相互理解，接受，固执己见→_→人的复杂，每个人，对每件事都会有自己的想法， 其实相互理解，相互包容相互接受对方的想法才是作者想看到的。
32,某康,说说我的理解，片子是在讽刺人们的自以为是，固执己见，漠视他人。医生自始至终认为自己在治疗prot，还对多年前的悲剧部分进行了自己的脑补。每个人的思想都是不同的，很多人也会很固执于自己的看法，而不能，甚至不想去了解其他人。在影片中，一群精神病人就是思想最不能为其他人接受的，但他们最终的结局又都皆大欢喜，这样一群人反而拥有最单纯的快乐。
31,飛☆鳥々,╮(￣▽￣)╭看完的路过
30,黑月狐,这个是一部好片子。在无事的时候看最好
29,Jackbiubiubiu,不明嚼栗，先下下来看看(｀・ω・´)
28,荭领巾,(･∀･)好片好片
27,wallace君,网络卡怪谁

26,freedom晴空,年轻的下木总统23333
25,思雨铭风,一本正经的胡说八道，不过挺有意思
24,胡才良,看过原著你就知道，他智商非常高，他通过在图书馆的资料推算出了K星轨迹，跟电影不一样的地方是，科学家和他关于K星轨迹的认识一开始是不相同的，后来通过观察数据才发现他才是正确的，这也是他唯一可以被证实的天文知识证据，其他的都是现阶段无法被证实的理论。所以这个故事真的是一个开放结局，他即有可能是外星人也有可能不是
23,暮透光,和这个男人来着地球连着看……
22,零九在我身下承欢,115：00乳摇高能，全片唯一的福利ˊ_&gt;ˋ
21,逆雪,最喜欢的科幻片之一……不知道为啥。
20,凉口口酱,卡出来 再重新进一次就好 电影真是 我需要补充大脑营养
19,程魔邪,UP主  我这里看到快70分钟就没法看了   这是啥问题？？？？(ﾟДﾟ≡ﾟдﾟ)!?
18,木之本樱亿生推,放映室相干性-这货来自地球-这里，马克一下有空再看
17,阿尔托尼娅,初中的时候科幻世界介绍过~
16,深夜启航,挺好看的电影。 已经看完了。
15,BrantAI,86:03卡住，不知道什么原因
14,红白鸡, 神剧留名（￣▽￣）
13,怕我只够回忆的资格,看似比较开放式的结局，却只给了一个可能的答案——寄生型的外星人，只能这样解释，k星轨迹连世界首屈一指的教授都没研究透彻，也不可能是一个重病的乡下父亲能教的， bess也不可能平白消失，我觉得这都是电影的暗示。总之，这部电影平淡轻快的叙事节奏，加上剧情较后震撼性探索回忆已经足够精彩了。对于我来说，可能最后男主是否真的回k星了，已经不重要了。
12,cheerioreo,好看。本来以为是有很多科幻特效和科幻情节的，虽然没有，但是电影也是很赞！有点惊喜和超出预期。
11,星星啊星星,好棒，超治愈，配乐也很赞！
10,肥佬、、、,很好看
9,小橘子sama,神剧，神书！
8,兰兰想,86分钟的时候卡住了。。。
7,剑断,ε=ε=(ノ≧∇≦)ノ好看
6,Mentalist,好看(｀・ω・´)
5,pearstop,算是看的第一部凯文史派西的电影，当年先后看了这部和这个男人来自地球
4,梅尔林思,BGM好赞，BUT弹幕池似乎出问题了
3,帓幽沫榎,= =来看下
2,纸张飞舞,为什么删了？
1,帽子饿肚子,经典。我是一楼吗
